miejscowosc_id;kod_stacji;kod_miedzynarodowy;nazwa_stacji;stary_kod_stacji;data_uruchomienia;data_zamkniecia;typ_stacji;typ_obszaru;rodzaj_stacji;adres;uwagi;wgs84_fi_n;wgs84_lambda_e
56742;PkKrempnaMPN;PL0622A;Krempna, Ośrodek edukacyjno-muzealny MPN;PkKrempnaWIOSMPN;2014-10-06;;tło;pozamiejski;kontenerowa stacjonarna;;;49.511297;21.498606
59712;PkKrempWIOSGrab;;Grab-WIOŚ;;1996-01-01;2004-04-30;tło;pozamiejski;w budynku;ul. Grab;;49.433611;21.445
61560;PkKrosKletow;PL0413A;Krosno, ul. Kletówki;PkKrosnoWIOSKletowki;2008-01-01;;tło;miejski;rozproszona;ul. Kletówki;;49.690169;21.7497
61560;PkKrosnoWSSEKisiel;;Krosno-Kisielewskiego-WSSE;;1992-01-01;2004-12-31;tło;miejski;w budynku;ul. Kisielewskiego 12;;49.683889;21.755278
61560;PkKrosnoWSSEKisielewskiego;PL0257A;Krosno-Kisielewskiego;;2006-01-01;2009-12-31;tło;miejski;w budynku;ul. Kisielewskiego 12;;49.683611;21.755556
61560;PkKrosnoWSSELewak;PL0159A;Krosno-Lewakowskiego-WSSE;;1984-01-01;2006-12-31;tło;miejski;w budynku;ul. Lewakowskiego 14;;49.693889;21.755278
61560;PkKrosnoWSSEStasz;;Krosno-Staszica-WSSE;;1984-01-01;2003-12-31;tło;miejski;w budynku;ul. Staszica;;49.691667;21.767222
61208;PkLatosZdrojMOB;PL0749A;Latoszyn-Zdrój-mobilna;;2020-12-31;2021-12-14;tło;pozamiejski;mobilna;;;50.019053;21.369344
62765;PkLeskoWSSERynek;PL0160A;Lesko-Rynek-WSSE;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Rynek1;;49.468889;22.331111
61516;PkLubaczWSSEMickiew;;Lubaczów-Mickiewicza-WSSE;;1981-01-01;2003-12-31;tło;miejski;w budynku;ul. Mickiewicza 45;;50.160833;23.120833
60989;PkMielBierna;PL0677A;Mielec, ul. Biernackiego;;2017-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Biernackiego;;50.299128;21.440942
60989;PkMielPogodn;PL0652A;Mielec, ul. Pogodna;;2016-01-01;;przemysłowa;miejski;rozproszona;Pogodna 2;;50.318036;21.486372
60989;PkMielSolski;PL0623A;Mielec-MOSIR-WIOS;PkMielecWIOSSolskiego;2014-10-06;2016-12-31;tło;miejski;kontenerowa stacjonarna;ul. Solskiego;;50.300761;21.434331
60989;PkMielWSSEGrunw;PL0223A;MIelec-Grunwaldzka-WSSE;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Grunwaldzka 7;;50.296667;21.435833
60989;PkMielWSSESklodow;;MIelec-M.C.Skłodowskiej-WSSE;;1992-01-01;2004-12-31;tło;miejski;w budynku;ul. M. Curie Skłodowskiej 6;;50.295278;21.441667
60989;PkMielZaStre;PL0258A;Mielec - Zarząd Strefy;PkMielWIOSZarzStr;2005-08-29;2015-12-31;tło;miejski;rozproszona;ul. Zarząd Strefy;;50.304008;21.4712
60683;PkNiskoSzkla;PL0276A;Nisko, ul. Szklarniowa;PkNiskoWIOSSzklar;1989-01-01;;tło;miejski;kontenerowa stacjonarna;Szklarniowa;;50.529892;22.112467
62751;PkPolanWSSEStPomp;PL0161A;Polańczyk-St.pomp-WSSE;;1994-01-01;2006-12-31;tło;pozamiejski;w budynku;ul. stacja pomp wody pitnej;;49.37;22.426389
62751;PkPolanZdrojMOB;PL0770A;Polanczyk-mobilna;;2020-01-01;2020-12-16;tło;pozamiejski;mobilna;Zdrojowa;;49.374208;22.439453
58070;PkPrzemGrunw;PL0594A;Przemyśl, ul. Grunwaldzka;PkPrzemyslWIOSGrunw;2013-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Grunwaldzka;;49.784339;22.756239
58070;PkPrzemWIOSDolin;;Przemyśl-Dolińskiego-WIOŚ;;1993-11-03;2002-04-30;tło;miejski;w budynku;ul. Dolińskiego 4;;49.786667;22.758056
58070;PkPrzemWIOSPDom;PL0162A;Przemyśl-Pl.Dominikański-WIOS;;2002-01-01;2011-12-31;tło;miejski;w budynku;pl. Dominikański;;49.782778;22.766667
58070;PkPrzemWSSEGlaz;;Przemyśl-Glazera-WSSE;;1993-01-01;2003-12-31;tło;miejski;w budynku;ul. Glazera 9;;49.786667;22.759167
58070;PkPrzemWSSEMariac;;Przemyśl-Mariacka-WSSE;;1985-03-13;2005-06-30;tło;miejski;w budynku;ul. Mariacka 4;;49.778333;22.788611
58070;PkPrzemyslWIOSMick;PL0414A;Przemyśl-Mickiewicza-WIOS;;2007-09-11;2012-12-31;tło;miejski;mobilna;ul. Mickiewicza;;49.782433;22.782908
59871;PkPrzewWSSERynek;;Przeworsk-Rynek-WSSE;;1981-01-01;2003-12-31;tło;miejski;w budynku;ul. Rynek 1;;50.056389;22.478056
62557;PkRudnikKoncMOB;PL0811A;Rudnik nad Sanem, ul. Kończycka;;2022-01-01;2022-12-19;tło;miejski;mobilna;ul. Kończycka;;50.441956;22.242417
56843;PkRymZdrPark;PL0678A;Rymanów Zdrój, ul. Parkowa;;2017-01-01;;tło;podmiejski;kontenerowa stacjonarna;Parkowa 5;;49.546539;21.851006
56843;PkRymZdrWSSEZdr;PL0163A;Rymanów Zdrój - Zdrojowa - WSSE;;1986-01-01;2006-12-31;tło;miejski;w budynku;ul. Zdrojowa 53;;49.546944;21.849444
59347;PkRzeszPilsu;PL0736A;Rzeszów, ul. Piłsudskiego;;2019-01-01;;komunikacyjna;miejski;kontenerowa stacjonarna;Piłsudskiego;;50.040675;22.004656
59347;PkRzeszRejta;PL0495A;Rzeszów, ul. Rejtana;PkRzeszWIOSNoweMiasto;2010-02-01;;tło;miejski;kontenerowa stacjonarna;Rejtana;;50.024242;22.010575
59347;PkRzeszSloci;PL0824A;Rzeszów, ul. Słocińska;;2023-01-01;2024-12-31;tło;miejski;kontenerowa stacjonarna;Słocińska 4;;50.024856;22.047937
59347;PkRzeszStarz;PL0825A;Rzeszów, ul. Starzyńskiego;;2023-01-01;;tło;miejski;kontenerowa stacjonarna;Starzyńskiego 17;;50.060381;21.980511
59347;PkRzeszWIOSSzop;PL0224A;Rzeszów-Szopena WIOS;;2005-01-01;2012-12-31;tło;miejski;kontenerowa stacjonarna;ul. Szopena;;50.034031;22.010733
59347;PkRzeszWSSEGrunw;;Rzeszów-Grunwaldzka-WSSE;;2001-01-01;2003-12-31;tło;miejski;w budynku;ul. Grunwaldzka;;50.040278;22.001944
59347;PkRzeszWSSEPilsud;PL0225A;Rzeszów-Pilsudskiego-WSSE;;2004-01-01;2009-12-31;komunikacyjna;miejski;w budynku;ul. Piłsudskiego;;50.041389;22.001667
59347;PkRzeszWSSEPoniat;PL0226A;Rzeszów-Poniatowskiego-WSSE;;1989-01-01;2009-12-31;tło;miejski;w budynku;ul. Poniatowskiego 4;;50.033889;21.996944
59347;PkRzeszWSSESkubisz;PL0227A;Rzeszów-Skubisza-WSSE;;1989-01-01;2006-12-31;tło;miejski;w budynku;ul. Skubisza 9;;50.053889;21.981944
59347;PkRzeszWSSEWierzb;PL0228A;Rzeszów-Wierzbowa-WSSE;;1989-01-01;2009-12-31;tło;miejski;w budynku;ul. Wierzbowa 16;;50.034167;22.014444
60851;PkSanokWSSEJanPawl;PL0229A;Sanok-JanaPawła-WSSE;;1984-01-01;2009-12-31;tło;miejski;w budynku;ul. Jana Pawła II 38;;49.571111;22.197778
60851;PkSanokWSSEJezier;PL0230A;Sanok-Jezierskiego-WSSE;;1984-01-01;2009-12-31;tło;miejski;w budynku;ul. Jezierskiego 39;;49.550278;22.201111
60851;PkSanokWSSEMickew;;Sanok-Mickiewicza-WSSE;;1984-01-01;2003-12-31;tło;miejski;w budynku;ul. Mickiewicza;;49.560278;22.201944
60851;PkSanoSadowa;PL0555A;Sanok, ul. Sadowa;PkSanokWIOSSadowa;2012-01-01;;tło;miejski;rozproszona;Sadowa;;49.571731;22.195892
60309;PkStWolWoPol;PL0696A;Stalowa Wola, ul. Wojska Polskiego;;2018-01-01;;tło;miejski;wolnostojący pobornik pyłu;Wojska Polskiego 9;;50.577828;22.054336
60309;PkStWolWSSENiezl;PL0231A;StalowaWola-Niezłomnych-WSSE;;1989-01-01;2009-12-31;tło;miejski;w budynku;ul. NIezłomnych 66;;50.570833;22.048611
57141;PkTarnDabrow;PL0595A;Tarnobrzeg, ul. Dąbrowskiej;PkTarnobWIOSDabrow;2012-04-01;;tło;miejski;rozproszona;ul. Marii Dąbrowskiej;;50.575742;21.688367
57141;PkTarnobWIOSSwBarb;PL0232A;Tarnobrzeg-Św Barbary-WIOŚ;;2000-04-01;2011-12-31;tło;miejski;w budynku;ul. Św. Barbary 12;;50.568889;21.683894
57141;PkTarnobWSSE1Maja;PL0233A;Tarnobrzeg-1goMaja-WSSE;;1965-01-01;2009-12-31;tło;miejski;w budynku;ul. 1 Maja 5;;50.569722;21.664444
57141;PkTarnobWSSEWarszaw;;Tarnobrzeg-Warszawska-WSSE;;1999-04-06;2003-12-31;tło;miejski;w budynku;ul. Warszawska 378;;50.636111;21.753889
57141;PkTarnobWSSEWiejs;;Tarnobrzeg-Wiejska-WSSE;;1999-06-04;2003-12-31;tło;miejski;w budynku;ul. Wiejska 4;;50.586111;21.686111
60958;PkUsDolWSSEKoper;PL0277A;Ustrzyki Dolne-Kopernika-WSSE;;2007-01-01;2009-12-31;tło;miejski;w budynku;ul. Kopernika;;49.430833;22.590556
60958;PkUstDolWSSEBelz;PL0259A;UstrzykiDln-Bełska-WSSE;;1996-01-01;2006-12-31;tło;miejski;w budynku;ul. Bełska 7;;49.430556;22.588611
70559;Pm.00.s218m;PL0416A;WSSE Gdynia Środmieście;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Żwirki i Wigury 14;;54.515556;18.538889
71106;Pm.00.s231m;PL0417A;WSSE Sopot;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Chrobrego 6/8;;54.44;18.568333
70559;Pm.00.s234m;PL0418A;WSSE Gdynia Karwiny;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Staffa 10;;54.473333;18.498333
70559;Pm.00.s237m;PL0278A;WIOŚ Gdynia - Piłsudskiego;;2004-08-17;2011-12-31;komunikacyjna;miejski;w budynku;ul. Piłsudskiego 52/54;;54.508097;18.539853
70791;Pm.00.s428m;PL0419A;WSSE Gdańsk Wrzeszcz Dębinki;;2003-04-24;2009-12-31;tło;miejski;w budynku;ul. Dębinki 4;;54.365833;18.627778
70791;Pm.00.s473m;PL0420A;WSSE Gdańsk Nowy Port;;2004-01-05;2009-12-31;tło;miejski;w budynku;ul. Na Zaspę 31a;;54.402222;18.664167
70791;Pm.00.s476m;PL0421A;WSSE Gdańsk Wrzeszcz;;2004-01-05;2009-12-31;tło;miejski;w budynku;ul. Legionów 11;;54.386111;18.612222
70791;Pm.00.s477m;PL0279A;WSSE Gdańsk Śródmieście;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Rajska 6;;54.355278;18.650556
70791;Pm.00.s479m;PL0422A;WSSE Gdańsk Morena;;2004-01-05;2009-12-31;tło;miejski;w budynku;ul. Jaśkowa Dolina 105;;54.358333;18.586111
70559;Pm.01w.01m;PL0280A;WIOŚ-Gdynia;;2007-02-01;2008-03-31;tło;miejski;kontenerowa stacjonarna;ul. Kopernika;;54.494444;18.554167
71529;Pm.02.s631m;PL0423A;WSSE Chojnice;;2004-01-02;2009-12-31;tło;miejski;w budynku;ul. Szpitalna 3;;53.695;17.557778
70789;Pm.04.s472m;PL0424A;WSSE Pruszcz Gdański;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Wojska Polskiego 9;;54.259722;18.633611
71040;Pm.06.s711m;PL0425A;WSSE Kościerzyna;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Rynek 9;;54.1225;17.978611
71040;Pm.06.s712m;PL0167A;WIOŚ Kościerzyna - Staszica;;2003-05-26;2011-12-31;tło;miejski;w budynku;ul. Staszica 6;;54.119167;17.968611
70595;Pm.07.s005m;PL0426A;WSSE Kwidzyn;;2004-01-05;2009-12-31;tło;miejski;w budynku;ul. Chopina 40;;53.733056;18.926111
70354;Pm.08.s076m;PL0427A;WSSE Lębork;;2004-01-05;2009-12-31;tło;miejski;w budynku;ul. Czołgistów 5;;54.539167;17.742778
70355;Pm.08.s077m;PL0428A;WSSE Łeba;;2004-01-05;2009-12-31;tło;miejski;w budynku;ul. Nadmorska 8;;54.764722;17.563889
71460;Pm.09.s067m;PL0429A;WSSE Malbork;;2004-01-05;2009-12-31;tło;miejski;w budynku;ul. Konopnickiej 6;;54.031667;19.034167
70805;Pm.12.s063m;PL0430A;WSSE Ustka;;2004-01-05;2009-12-31;tło;miejski;w budynku;ul. Marynarki Polskiej 5;;54.588056;16.854167
71954;Pm.13.s618m;PL0431A;WSSE Starogard;;2004-01-02;2009-12-31;tło;miejski;w budynku;ul. Rynek - Ratusz Miejski;;53.966667;18.534444
71099;Pm.14.s512m;PL0432A;WSSE Tczew;;2004-01-05;2009-12-31;tło;miejski;w budynku;ul. Obrońców Westerplatte 10;;54.090278;18.797222
69880;Pm.15.s128m;PL0433A;WSSE Wejherowo;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Obrońców Helu 3;;54.608611;18.248056
70685;Pm.63.s073m;PL0434A;WSSE Słupsk;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Szarych Szeregów 15;;54.468611;17.036111
70685;Pm.63.s079m;PL0170A;WSSE Słupsk - Towarowa/Piotra Skargi;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Towarowa 1/Piotra Skargi 8;;54.464444;17.013056
70685;Pm.63.wDSMm;PL0172A;WIOŚ DS Słupsk - Kniaziewicza malualny;;2001-01-20;2012-12-31;tło;miejski;kontenerowa stacjonarna;ul. Kniaziewicza 30;;54.463611;17.046667
70559;Pm.a09a;PL0053A;AM9 Gdynia Redłowo;;1999-09-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Kopernika;;54.483333;18.55
71099;Pm.aw07m;PL0521A;WIOŚ Tczew - Targowa;;2010-01-01;2011-02-28;tło;miejski;kontenerowa stacjonarna;ul. Targowa;;54.082164;18.786156
71099;Pm14TCZEw06m;PL0164A;Tczew manualny;;2004-08-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Jarosława Dąbrowskiego;;54.086944;18.797222
69567;PmBytowMila1MOB;PL0843A;Bytów, ul. Miła;;2024-01-01;;tło;miejski;mobilna;ul. Miła 17;;54.1727;17.49299
71529;PmChojPlEmsdMOB;PL0758A;Chojnice, Pl. Emsdetten;PmChojnMOB;2020-03-20;2022-12-19;tło;miejski;mobilna;plac Emsdetten;;53.696546;17.5645
71416;PmGac;PL0281A;WIOŚ Gać - Słowiński Park Narodowy;Pm.D;2004-07-01;2015-12-31;tło;pozamiejski;wolnostojący pobornik pyłu;;;54.693806;17.458067
70791;PmGdaGleboka;PL0166A;WIOŚ Gdańsk - Głęboka;Pm.00.s481m;2004-01-01;2016-12-31;tło;miejski;wolnostojący pobornik pyłu;ul. Głęboka 11;;54.352722;18.673417
70791;PmGdaGrunwalTMP;PL0775A;Gdańsk, Al. Grunwaldzka;;2024-01-01;;komunikacyjna;miejski;kontenerowa stacjonarna;;;54.378059;18.607995
70791;PmGdaKacze02;PL0046A;AM2 Gdańsk Stogi;Pm.a02a;1996-10-01;2020-01-01;tło;miejski;kontenerowa stacjonarna;ul. Kaczeńce;;54.367778;18.701111
70791;PmGdaLeczk81;PL0522A;Gdańsk, ul. Leczkowa 1;Pm.aw08m;2008-05-01;2021-12-31;tło;miejski;wolnostojący pobornik pyłu;ul. Leczkowa;;54.380279;18.620274
70791;PmGdaLeczkow;PL0052A;Gdańsk, ul. Leczkowa;Pm.a08a, PmGdaLeczk08, PmGdaLecz08m;1998-10-01;;tło;miejski;kontenerowa stacjonarna;ul. Leczkowa;;54.380279;18.620274
70791;PmGdaOstrz05;PL0049A;AM5 Gdańsk Szadółki;Pm.a05a;1998-05-01;2019-12-31;tło;miejski;kontenerowa stacjonarna;ul. Ostrzycka;;54.328336;18.557781
70791;PmGdaPowWars;PL0045A;Gdańsk, ul. Powstańców Warszawskich;Pm.a01a, PmGdaPoWie01;1996-10-01;2022-12-31;tło;miejski;kontenerowa stacjonarna;ul. Powstańców Warszawskich;;54.353336;18.635283
70791;PmGdaPowWiel;PL0497A;Gdańsk, ul. Powstańców Wielkopolskich;Pm.01w.02m;2010-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Powstańców Wielkopolskich;;54.398639;18.614333
70791;PmGdaWyzwole;PL0047A;Gdańsk, ul. Wyzwolenia;Pm.a03a, PmGdaWyzwo03;1998-09-01;;tło;miejski;kontenerowa stacjonarna;ul. Wyzwolenia;;54.400833;18.657497
70559;PmGdyJozBema;PL0557A;WIOŚ Gdynia - Bema;Pm.00.w237m;2012-01-01;2019-12-31;tło;miejski;wolnostojący pobornik pyłu;ul. Bema;;54.50805;18.539831
70559;PmGdyPorebsk;PL0048A;Gdynia, ul. Porębskiego;Pm.a04a, PmGdyPoreb04;1997-03-01;;tło;miejski;kontenerowa stacjonarna;ul. Porębskiego;;54.560836;18.493331
70559;PmGdySzafran;PL0520A;Gdynia, ul. Szafranowa;Pm.a09aN, PmGdySzaf09N;2009-12-01;2022-12-31;tło;miejski;kontenerowa stacjonarna;ul. Szafranowa;;54.465758;18.464911
70559;PmGdyWendy10;PL0310A;AM10 Gdynia Śródmieście;Pm.a10a;2000-12-01;2020-01-01;tło;miejski;kontenerowa stacjonarna;ul. Wendy;;54.525274;18.536382
71960;PmKartWejher;PL0282A;WIOŚ Kartuzy;Pm05KARTw01m;2003-02-25;2015-12-31;tło;miejski;w budynku;ul. Wejhera;;54.334194;18.199944
71040;PmKosTargowa;PL0558A;Kościerzyna, ul. Targowa;Pm.AM12.a, PmKosTargo12;2012-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Targowa;;54.120694;17.975861
70595;PmKwiSportow;PL0562A;Kwidzyn, ul. Sportowa;Pm.Kwidz.Sport.m;2010-06-20;;tło;miejski;kontenerowa stacjonarna;ul. Sportowa;;53.722361;18.936917
70355;PmLebaRabka1;PL0004R;Łeba, IMGW;Pm08LEBAiEMEPa, PmLebaRabkaE;2000-01-01;;tło;podmiejski;w budynku;ul. Rąbka 1a;;54.754139;17.534528
70354;PmLebMalczew;PL0560A;Lębork, ul. Malczewskiego;Pm.AM16.a, PmLebMalcz16;2012-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Malczewskiego;;54.546167;17.746194
71470;PmLinieKosci;PL0561A;Liniewko Kościerskie;Pm.AM17.a, PmLinieKos17;2012-01-01;;tło;pozamiejski;kontenerowa stacjonarna;;;54.104111;18.182972
71460;PmMalMickiew;PL0559A;Malbork, ul. Mickiewicza;Pm.AM15.a, PmMalMicki15;2012-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Mickiewicza;;54.031247;19.032899
70685;PmSlupKniazi;PL0171A;Słupsk, ul. Kniaziewicza;Pm.63.wDSAa;2003-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Kniaziewicza 30;;54.463611;17.046722
70685;PmSlupOrzesz;PL0519A;WIOŚ Słupsk Orzeszkowej;Pm.63.wDSPm;2011-01-01;2015-12-31;tło;miejski;wolnostojący pobornik pyłu;ul. Orzeszkowej;;54.475611;17.030733
71106;PmSopBiPlowc;PL0790A;Sopot, ul. Bitwy Pod Płowcami;;2021-03-17;;tło;miejski;kontenerowa stacjonarna;ul. Bitwy pod Płowcami;;54.43451;18.57884
71106;PmSopBitPl06;PL0050A;AM6 Sopot;Pm.a06a;1998-07-01;2021-05-24;tło;miejski;kontenerowa stacjonarna;ul. Bitwy pod Płowcami;;54.431667;18.579722
71954;PmStaGdaLubi;PL0311A;POLPHARMA Starogard Gdański - Lubichowska;Pm.polpharma.01.a;2007-01-01;2017-12-31;tło;miejski;kontenerowa stacjonarna;ul. Lubichowska;;53.965664;18.527636
71099;PmTczeTarg07;PL0051A;AM7 Tczew;Pm.a07a;1998-07-01;2016-12-31;tło;miejski;kontenerowa stacjonarna;ul. Targowa;;54.085836;18.787506
70805;PmUstkaRybacMOB;PL0827A;Ustka, ul. Rybacka;;2023-01-01;2024-01-31;tło;miejski;mobilna;ul. Rybacka;;54.582515;16.873625
69880;PmWejhDworco;PL0791A;Wejherowo, ul. Dworcowa;;2022-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Dworcowa;;54.6045;18.22776
69880;PmWejhPlWejh;PL0169A;WIOŚ Wejherowo - Jakuba Wejhera;Pm.15.s129m;2003-07-01;2018-12-31;tło;miejski;wolnostojący pobornik pyłu;pl. Jakuba Wejhera 8;;54.601139;18.239361
73302;PmWladywHallera;PL0168A;WIOŚ Władysławowo - Hallera;Pm11WLADw07m;2004-09-23;2015-12-31;tło;miejski;wolnostojący pobornik pyłu;ul. Hallera;;54.793639;18.409944
82659;SkBuskoRzew;PL0435A;WSSE Busko Zdrój ul. Rzewuskiego;;1993-01-04;2009-12-31;tło;miejski;w budynku;ul. Rzewuskiego 2;;50.456472;20.719294
82659;SkBuskoWios;PL0436A;WIOŚ Busko Zdrój, ul. Rzewuskiego;;2008-01-01;2009-10-23;tło;miejski;w budynku;ul. Rzewuskiego 1;;50.456087;20.71942
82659;SkBuskRokosz;PL0523A;Busko-Zdrój, ul. Rokosza;SkBuskoWios2;2010-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Rokosza 1;;50.453621;20.71564
79689;SkChecBiaZag;PL0437A;Chęciny ul. Białego Zagłębia;;1995-02-01;2009-11-30;tło;podmiejski;w budynku;ul. Białego Zagłębia 1;;50.80448;20.469887
79867;SkGoluUjWody;PL0771A;Gołuchów, Ujęcie Wody;;2020-01-01;;tło;pozamiejski;kontenerowa stacjonarna;Ujęcie Wody;;50.621482;20.614057
82250;SkJedrMieszkMOB;PL0772A;Jędrzejów, MOBILNA;;2020-01-01;2020-12-30;tło;miejski;mobilna;ul. Mieszka I 9;;50.643673;20.284885
79512;SkKaziWSzkolMOB;PL0812A;Kazimierza Wielka, ul. Szkolna;;2022-01-01;2022-12-31;tło;miejski;mobilna;ul. Szkolna 14;;50.267546;20.481294
81020;SkKielGalcz;PL0438A;WSSE Kielce ul. Gałczyńskiego;;1985-07-17;2009-12-31;tło;miejski;w budynku;ul. Gałczyńskiego 7;;50.883611;20.646667
81020;SkKielIXWiek;;WSSE Kielce Al. IX Wieków Kielc;;1994-01-03;2004-12-31;tło;miejski;w budynku;al. IX Wieków Kielc 3;;50.87594;20.629325
81020;SkKielJagiel;PL0283A;Kielce, ul. Jagiellońska;SkKielJagielWios;2010-01-01;2018-05-24;tło;miejski;kontenerowa stacjonarna;ul. Jagiellońska 68;;50.872549;20.604998
81020;SkKielJagielWSSE;;WSSE Kielce ul. Jagiellońska;;1974-01-14;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Jagiellońska 68;;50.872538;20.605046
81020;SkKielJurajs;PL0792A;Kielce, ul. Jurajska;SkKielKusoc;2021-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Jurajska 7;;50.887606;20.579965
81020;SkKielKusoci;PL0482A;Kielce, ul. Kusocińskiego;SkKielKusoc;2008-08-11;2021-12-31;tło;podmiejski;wolnostojący pobornik pyłu;ul. Kusocińskiego 51;;50.854218;20.602583
81020;SkKielTargow;PL0704A;Kielce, ul. Targowa;;2018-07-01;;tło;miejski;kontenerowa stacjonarna;ul. Targowa 3;;50.878998;20.633692
81020;SkKielTransp;PL0173A;Kielce WIOŚ Al. IX Wieków Kielc;;2002-04-05;2009-12-31;komunikacyjna;miejski;w budynku;al. IX Wieków Kielc 3;;50.875;20.629167
81020;SkKielWarsz1;PL0793A;Kielce, ul. Warszawska 108;;2021-01-01;;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Warszawska 108;;50.886014;20.642858
81020;SkKielWarsza;PL0653A;Kielce, ul. Warszawska 210;;2015-09-29;;tło;miejski;wolnostojący pobornik pyłu;ul. Warszawska 210;;50.894374;20.657988
80783;SkKonsGranatMOB;PL0697A;Końskie, MOBILNA;;2018-01-01;2018-12-31;tło;miejski;mobilna;ul. ks. Józefa Granata;;51.189524;20.408892
80783;SkKonskArmKr;PL0439A;WSSE Końskie ul. Armii Krajowej;;1994-01-05;2009-12-31;tło;miejski;w budynku;ul. Armii Krajowej 22;;51.197886;20.412946
84336;SkLagowZaploMOB;PL0828A;Łagów, ul. Zapłotnia;;2023-01-01;;tło;miejski;mobilna;ul. Zapłotnia 2;;50.778479;21.081224
82222;SkMalo11List;PL0596A;Małogoszcz, ul. 11 Listopada;SkMalogCemen3;2013-01-01;2017-07-12;tło;miejski;w budynku;ul. 11 Listopada;;50.808305;20.271141
82222;SkMalogCemen;;Małogoszcz Cementownia;;2003-01-01;2009-03-01;tło;pozamiejski;w budynku;Oczyszczalnia Ścieków Komunalnych;;50.827467;20.288276
82222;SkMalogCemen2;PL0525A;Małogoszcz, ul. 11 Listopada_cem2;;2010-01-01;2012-12-31;tło;miejski;w budynku;ul. 11 Listopada;;50.808311;20.271165
82222;SkMaloSlonec;PL0698A;Małogoszcz, ul. Słoneczna;;2017-10-01;;tło;miejski;kontenerowa stacjonarna;ul. Słoneczna 18;;50.80961;20.266032
83885;SKNowinyCemen;PL0284A;Nowiny;;2004-02-11;2009-03-01;przemysłowa;pozamiejski;kontenerowa stacjonarna;ul. Przemysłowa 32;"Wybrano miejscowość SIMC: Nowiny (0267453). Podstawa korekty: nazwa stacji Nowiny; GIOŚ SITKÓWKA NOWINY; kandydat SIMC Nowiny w gminie z GUGiK. Dodatkowe uwagi: wybrano bardziej aktualną/konkretną nazwę Nowiny.";50.803894;20.543278
83885;SkNowiParkow;PL0563A;Nowiny, ul. Parkowa;SkNowinyCemen2;2010-01-01;;tło;podmiejski;kontenerowa stacjonarna;ul. Parkowa;;50.823108;20.533506
80009;SkOpatPartyz;PL0794A;Opatów, ul. Partyzantów;SkOpatPartyzMOB;2021-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Partyzantów 13 b;;50.798077;21.425467
80334;SkOstrOsSlonMOB;PL0724A;Ostrowiec Świętokrzyski, MOBILNA;;2020-01-01;2020-12-31;tło;miejski;mobilna;Osiedle Słoneczne 28;;50.946703;21.394492
80334;SkOstrowKatD;;Ostrowiec Św. Kąty Denkowskie;;1999-07-01;2005-12-31;przemysłowa;podmiejski;w budynku;ul. Kąty Denkowskie;;50.945917;21.462007
80334;SkOstrowOsSl;;WSSE Ostrowiec Świętokrzyski Os. Słoneczne;;1994-01-03;2007-12-31;tło;miejski;w budynku;os. Słoneczne 43;;50.945938;21.389985
80334;SkOstrowSams;PL0285A;Ostrowiec Świętokrzyski ul. Samsonowicza;;1999-07-01;2009-02-01;przemysłowa;podmiejski;w budynku;ul. Samsonowicza 2;;50.948629;21.433543
80334;SkOstrowWios;;WIOŚ Ostrowiec Świętokrzyski, os. Słoneczne;;2004-12-14;2007-12-31;tło;miejski;w budynku;os. Słoneczne 43;;50.945942;21.390117
82069;SkOzarOsWzgo;PL0564A;Ożarów, os. Wzgórze;SkOzarowOsWz52;2012-01-01;;tło;miejski;wolnostojący pobornik pyłu;os. Wzgórze 52;;50.887132;21.660726
79232;SkOzarowMiec;PL0286A;Mieczysławów;;1993-01-01;2011-12-31;tło;pozamiejski;w budynku;ul. Mieczysławów 14;;50.947775;21.729241
82069;SkOzarowOsWz;PL0287A;Ożarów Os. Wzgórze;;1993-01-01;2011-12-31;tło;podmiejski;kontenerowa stacjonarna;ul. Leśna 26;;50.893171;21.655157
